"ASN","abuser_score","abuser_rank","active","type","Entity"
"208476","0","Very Low","False","","NL | Danilenko, Artyom"
"209559","0","Very Low","False","","GB | Bcoolt Creative Media"
"209686","0","Very Low","False","","GB | Allied Management"
"209896","0","Very Low","False","hosting","CONTRUST SOLUTIONS S.R.L."
"209946","0","Very Low","False","","UA | ALINDA LLC"
"212811","0","Very Low","False","","GB | Eurowaste Management Srl"
"212906","0","Very Low","False","","Moneroj s.r.o."
"213137","0","Very Low","False","","NL | Infocloud Srl"
"213254","0","Very Low","False","","Russia | RAIT-TELECOM"
"213367","0","Very Low","False","","DE | Neoland Logic Solutions SRL"
"262170","0","Very Low","False","","Visualhosting.net"
"262254","0","Very Low","False","","RU | DDOS-GUARD CORP."
"262267","0","Very Low","False","","PA | American Servers and Networks, Inc, PA"
"263093","0","Very Low","False","","Hostgator Brasil Hospedagem e suporte tecnico LTDA"
"263168","0","Very Low","False","","US | SunTelecom LTD"
"263203","0","Very Low","False","","PA | PC Group PTY S.A., PA"
"263734","0","Very Low","False","","HN | CLNETWORKS SA, HN"
"263745","0","Very Low","False","","HN | TECNOLOGIAS VIRTUALES S.A., HN"
"264668","0","Very Low","False","isp","NEGOCIOS Y TELEFONIA NEDETEL S.A."
"327790","0","Very Low","False","","ZA | Wirels-Connect, ZA"
"328095","0","Very Low","False","","ZA | BLUEGATE-EXCHANGE-AS, ZA"
"393504","0","Very Low","False","","US | XNSTG"
"393646","0","Very Low","False","","US | Primelink Services LLC"
"393715","0","Very Low","False","","US | Starlight Systems LLC, Vero Beach, FL, USA"
"393927","0","Very Low","False","","JP | VOI-NET-INC - VOI NET INC., CA"
"394021","0","Very Low","False","","US | Fiber Galaxy"
"394281","0","Very Low","False","","Xhostserver, LLC"
"395358","0","Very Low","False","","US | Starlight Solutions LLC"
"397539","0","Very Low","False","","US | LAKSH CYBERSECURITY AND DEFENSE LLC"
"398110","0","Very Low","False","","GoDaddy.com, LLC"
"398217","0","Very Low","False","","US | GUIDANCE-HOSTING"
"398271","0","Very Low","False","","HardenedVPN.com LLC"
"398968","0","Very Low","False","","INTERCONTINENTAL INTERNET DATA CORP"
"204915","0","Very Low","False","",""
