"ASN","abuser_score","abuser_rank","active","type","Entity"
"13909","0","Very Low","True","","Techie Hosting, Inc."
"13916","0.0004","Very Low","True","business","Proofpoint, Inc."
"13926","0.0098","Elevated","True","business","Strong Technology, LLC."
"13955","0","Very Low","True","business","Echostar Broadcasting Corporation"
"14029","0","Very Low","False","","ZW | DC Econet"
"14061","0.0202","Elevated","True","hosting","DigitalOcean, LLC"
"14120","0","Very Low","True","business","oneZero Financial Systems, LLC"
"14127","0","Very Low","True","hosting","Iland Internet Solutions Corporation"
"14141","0","Very Low","False","","TOTAL-SERVER-SOLUTIONS - Total Server Solutions L.L.C., US"
"14160","0","Very Low","True","hosting","Premium Hosting, Inc."
"14179","0","Very Low","False","","AU | Interactive Gaming and Wagering N.V."
"14202","0","Very Low","False","","US | [Name not set and lost]"
"14230","0","Very Low","True","hosting","Involta"
"14244","0","Very Low","True","hosting","NSI Hosting"
"14384","0","Very Low","True","hosting","HOST DESIGNS, LLC"
"14415","0","Very Low","True","","Host Collective, Inc."
"14442","0","Very Low","False","","Media-Hosts Inc."
"14567","0","Very Low","True","hosting","Springs Hosting"
"14572","0","Very Low","False","","US | N2V - N2V, INC.,US"
"14576","0.0038","Low","True","hosting","Hosting Solution Ltd."
"14618","0.0003","Very Low","True","hosting","Amazon.com, Inc."
"14670","0.0029","Low","True","hosting","WHG Hosting Services Ltd"
"14708","0.0002","Very Low","True","hosting","WebHost Chile S.A."
"14770","0","Very Low","True","business","Reynolds Media Inc."
"14986","0","Very Low","False","","Ultra Hosting"
"14987","0.0586","High","True","hosting","Rethem Hosting LLC"
"14992","0","Very Low","True","business","NewtekOne, Inc."
"15003","0","Very Low","False","","NOBIS-TECH - Nobis Technology Group, LLC, US"
"15083","0.0003","Very Low","True","hosting","Infolink Global Corporation"
"15169","0.0014","Low","True","hosting","Google LLC"
"15189","0","Very Low","False","","HostVentures.com, Inc."
"15395","0","Very Low","True","hosting","Rackspace Ltd."
"15497","0.0002","Very Low","True","hosting","1 Cloud Lab s.r.o."
"15510","0.0002","Very Low","True","hosting","Compuweb Communications Services Limited"
"15626","0.0014","Low","True","hosting","GREEN FLOID LLC"
"15734","0","Very Low","False","","IDH, ES"
"15919","0.0001","Very Low","True","hosting","Servicios de Hosting en Internet S.A."
"16125","0.0035","Low","True","hosting","UAB Cherry Servers"
"16262","0.001","Low","True","hosting","Datacheap LLC"
"16276","0.0021","Low","True","hosting","OVH SAS"
"16284","0.0005","Very Low","True","isp","Inq. Digital Nigeria"
"16312","0","Very Low","True","hosting","Internet Vikings International AB"
"16397","0","Very Low","True","hosting","EQUINIX BRASIL"
"16509","0.0001","Very Low","True","hosting","Amazon.com, Inc."
"16535","0","Very Low","False","","Echostar Holding Purchasing Corporation"
"16628","0.002","Low","True","isp","DedFiberCo"
"16862","0","Very Low","False","","Kansas Hosting, LLC"
"16973","0.0001","Very Low","True","isp","T-Four Services S.A"
"17019","0","Very Low","False","","JCHost Internet Services, LLC"
"17048","0","Very Low","False","","US | AWKNET-LLC"
"17139","0.0002","Very Low","True","hosting","Corporate Colocation Inc."
"17216","0.0002","Very Low","True","","DC74-AS - DC74 LLC, US"
"17312","0","Very Low","False","","ID | TERNETCONNEC,ZA"
"17393","0","Very Low","False","","SERVERGRID - The Aldridge Company, US"
"17439","0.0001","Very Low","True","isp","NTTCINS"
"17440","0.0007","Low","True","isp","PT Sinar Alam Abadi"
"17669","0","Very Low","False","","INFOPLEX Hosting and Managed Service Provider Asia Pacific"
"17683","0.0001","Very Low","True","isp","Wingtechnology Communications, Inc."
"17881","0.0002","Very Low","True","hosting","Inet Hosting, Inc."
"17918","0","Very Low","True","hosting","AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD"
"17920","0","Very Low","False","","Ultra Serve Internet Pty Ltd - Transit AS - Hosting Provider"
"17971","0.0005","Very Low","True","isp","TM TECHNOLOGY SERVICES SDN BHD"
"17997","0","Very Low","False","","CN | China Enterprise Communications Ltd."
"18013","0.0004","Very Low","True","isp","ASLINE LIMITED"
"18025","0.002","Low","True","isp","Bhutan Telecom Ltd"
"18120","0","Very Low","True","business","Gemini Software Solutions (P) Limited"
"18450","0.0002","Very Low","True","","WEBNX - WebNX, Inc., US"
"18570","0","Very Low","True","isp","EchoStar Broadcasting Corperation"
"18586","0","Very Low","False","","US | DIVINEHOST - Divine Hosting Services, US"
"18645","0","Very Low","True","education","UMHB"
"18779","0.0006","Low","True","hosting","EGIHosting"
"18978","0.0002","Very Low","True","hosting","Enzu Inc"
"18981","0","Very Low","True","education","SUPERNet II"
"18984","0.002","Low","True","business","Moboware Inc."
"19084","0.0011","Low","True","","COLOUP - ColoUp, US"
"19133","0","Very Low","True","","Bird Hosting Inc."
"19148","0.0025","Low","True","hosting","Leaseweb USA, Inc."
"19234","0","Very Low","False","","Canada Web Hosting"
"19318","0.0028","Low","True","hosting","Interserver, Inc"
"19376","0","Very Low","False","","JUSTNET Ministerie van Justitie, NL"
"19437","0.0003","Very Low","True","hosting","SECURED SERVERS LLC"
"19531","0.0001","Very Low","True","hosting","Nodes Direct"
"19624","0.0039","Low","True","hosting","Data Room, Inc"
"19710","0","Very Low","False","","US | DINO-SOL"
"19832","0","Very Low","False","","za | Link Data Group"
"19844","0","Very Low","True","business","SBA Edge, LLC"
"19871","0.0021","Low","True","hosting","Network Solutions, LLC"
"19894","0","Very Low","False","","US | Novel, Inc (novelscs.com)"
"19969","0.0003","Very Low","True","hosting","CyberCloud Professionals LLC"
"20021","0","Very Low","True","hosting","Ntirety, Inc."
"20068","0.0012","Low","True","hosting","Hawk Host Inc."
"20150","0","Very Low","False","hosting","anyNode"
"20248","0","Very Low","True","hosting","Take 2 Hosting, Inc."
"20264","0.0002","Very Low","True","hosting","Webair Internet Development Company Inc."
"20278","0.0004","Very Low","True","hosting","Nexeon Technologies, Inc."
"20360","0","Very Low","False","business","Centralo Corporation, LLC"
"20401","0","Very Low","False","","Hostway Corporation"
"20448","0","Very Low","True","isp","Peace Communications LLC"
"20450","0","Very Low","True","hosting","Trojan Hosting, LLC."
"20454","0.0002","Very Low","True","hosting","SECURED SERVERS LLC"
"20473","0.0014","Low","True","hosting","The Constant Company, LLC"
"20598","0.0002","Very Low","True","isp","CYBERSPACE AS"
"20692","0","Very Low","False","","NetGate Datacenter ASN"
"20714","0.0005","Very Low","True","isp","Merlin-Telekom LLC"
"20730","0","Very Low","False","","GB | BIKS+ Ltd."
"20738","0.0002","Very Low","True","hosting","Heart Internet limited"
"20773","0","Very Low","True","hosting","Host Europe GmbH"
"20836","0.0001","Very Low","True","isp","CDLAN SpA"
"20860","0.0003","Very Low","True","hosting","IOMART CLOUD SERVICES LIMITED"
"21100","0.0022","Low","True","hosting","GREEN FLOID LLC"
"21159","0","Very Low","False","","NOVOSERVE-GMBH-AS Frankfurt, Germany, NL"
"21217","0.0001","Very Low","True","business","Infrastructure Switzerland Colo Sarl"
"21321","0","Very Low","False","","ARETI-AS, GB"
"21584","0","Very Low","False","","US | X2CLOUD-MAIN - X2Cloud, LLC"
"21679","0","Very Low","False","","SERVERSIDE-01 - Server Side, Inc., US"
"21859","0.001","Low","True","hosting","Zenlayer Inc"
"21926","0","Very Low","False","","US | TREASUREISLAND-ASN1 - Treasure Island Colocation, LLC"
"21983","0","Very Low","False","","US | AURORNET - Aurora Networking, US"
"22119","0","Very Low","True","banking","Lee Equity Partners LLC"
"22152","0","Very Low","False","","OC Hosting, Inc."
"22363","0.0012","Low","True","business","Powerhouse Management, Inc."
"22427","0.0002","Very Low","True","isp","GNET INC."
"22552","0.0001","Very Low","True","","ESITED - eSited Solutions, US"
"22558","0","Very Low","False","","VPSDATACENTER - VPS Datacenter, LLC, US"
"22611","0.0006","Low","True","hosting","InMotion Hosting, Inc."
"22628","0","Very Low","False","","US | Alta Tecnologia (ALTEC), S.A."
"22676","0","Very Low","True","government","City Of Covington, Georgia"
"22720","0","Very Low","False","","Rackspace Hosting"
"22781","0.0025","Low","True","business","Strong Technology, LLC."
"22893","0","Very Low","True","business","Trinus Technologies Inc."
"22903","0","Very Low","True","hosting","Databank Holdings, Ltd"
"22979","0","Very Low","False","","US | DUPACO-COM-BGP"
"23033","0.0004","Very Low","True","hosting","Wowrack.com"
"23052","0","Very Low","False","","ihost Solutions, Inc."
"23108","0","Very Low","False","","Quantact Hosting Solutions, Inc."
"23273","0.0006","Low","True","hosting","HostPapa"
"23312","0","Very Low","True","banking","Scivantage, Inc"
"23342","0","Very Low","True","hosting","Unitedlayer, Inc."
"23352","0.0001","Very Low","True","hosting","DEFT.COM"
"23450","0","Very Low","False","","US | Triumph Networking LLC"
"23535","0.0002","Very Low","True","hosting","HostRocket.com, Inc."
"23537","0","Very Low","False","","US | MICROSOURCEASN - Micro Source, Inc."
"23881","0.0001","Very Low","True","hosting","UDomain Web Hosting Company Limited"
"24142","0","Very Low","False","","CN | Shanghai Bennalong Network Technology Co.,LTD"
"24220","0","Very Low","False","","Hostcentral"
"24381","0","Very Low","True","isp","Infininet Global Pty Ltd"
"24428","0","Very Low","False","","CN | Beijing Founder Broadband Network Technology Co.,Ltd"
"24482","0.0001","Very Low","True","hosting","SG.GS"
"24549","0","Very Low","False","","Pacificnet Hosting Ltd"
"24558","0","Very Low","True","business","Aditya Birla Management Corporation Limited"
"24611","0","Very Low","True","hosting","Datacenter Luxembourg S.A."
"24679","0.0001","Very Low","True","hosting","kyberio GmbH"
"24725","0","Very Low","True","business","LLC Hostmaster"
"24768","0.0004","Very Low","True","hosting","ALMOUROLTEC SERVICOS DE INFORMATICA E INTERNET LDA"
"24875","0.0004","Very Low","True","hosting","NovoServe B.V."
"24931","0","Very Low","False","","DediPower Managed Hosting Limited"
"24940","0.0019","Low","True","hosting","Hetzner Online GmbH"
"24958","0","Very Low","True","hosting","CYBERFORT LIMITED"
"24961","0.0019","Low","True","hosting","WIIT AG"
"24971","0.0004","Very Low","True","hosting","Master Internet s.r.o."
"24997","0.0003","Very Low","True","isp","Caucasus Digital Network LTD"
"25048","0","Very Low","True","hosting","DSNET Ltd"
"25128","0","Very Low","False","","Hostway Deutschland GmbH"
"25163","0.0012","Low","True","isp","21st Century Technologies Limited"
"25260","0","Very Low","True","hosting","QualityHosting AG"
"25335","0","Very Low","True","hosting","NEXT GLOBAL SERVICES L.P."
"25369","0.0026","Low","True","hosting","Hydra Communications Ltd"
"25379","0","Very Low","True","isp","PEKITEL Ltd."
"25459","0.0002","Very Low","True","hosting","Eurofiber Cloud Infra B.V."
"25486","0.0003","Very Low","True","hosting","AirAccess GmbH trading as Lightup Network Solutions GmbH & Co. KG"
"25532","0.0011","Low","True","hosting","LLC MASTERHOST"
"25642","0","Very Low","True","hosting","The Frohman Group Inc."
"25653","0","Very Low","True","","FORTRESSITX - FortressITX, US"
"25780","0.004","Low","True","hosting","HugeServer Networks, LLC"
"25820","0.0018","Low","True","isp","IT7 Networks Inc"
"25897","0","Very Low","False","","SERVERBEACH - Cogeco Peer 1 (USA) Inc., US"
"25926","0","Very Low","False","","HostUS"
"26042","0.0037","Low","True","isp","FiberState, LLC"
"26044","0","Very Low","False","","US | DEDIPRO - Dedicated Professionals, LLC"
"26045","0","Very Low","True","government","Lubbock County"
"26272","0","Very Low","True","business","AM Data Service, Inc."
"26277","0.0022","Low","True","hosting","ServerPoint.com"
"26481","0.0002","Very Low","True","hosting","Rebel Hosting"
"26484","0","Very Low","False","","HOSTSPACE NETWORKS LLC"
"26658","0.0002","Very Low","True","business","HT"
"26754","0","Very Low","False","","ZA | SPIDD-AFRICA"
"26930","0.0015","Low","True","hosting","PureVoltage Hosting Inc."
"26978","0","Very Low","True","hosting","Quality Technology Services, LLC"
"27175","0","Very Low","True","hosting","AtNetHost LLC"
"27223","0","Very Low","True","hosting","Bare Metal Hosting"
"27229","0","Very Low","True","hosting","Webhosting.Net, Inc."
"27257","0.0001","Very Low","True","hosting","Webair Internet Development Company Inc."
"27310","0","Very Low","True","hosting","180Servers.com"
"27357","0","Very Low","True","hosting","Rackspace Hosting"
"27411","0.0015","Low","True","hosting","Leaseweb USA, Inc."
"27524","0","Very Low","False","isp","OCTALION INC."
"27589","0.0001","Very Low","True","hosting","MOJOHOST"
"27597","0.0001","Very Low","True","hosting","Siteserver, Inc."
"27640","0.0023","Low","True","hosting","GIGAS HOSTING USA, LLC"
"27846","0","Very Low","False","","AR | DOS MONOS S.A."
"28092","0","Very Low","False","","PA | Panama Hosting Technologies,PA"
"28099","0.0013","Low","True","hosting","iHosting Servicios Internet Ltda."
"28216","0","Very Low","True","hosting","Host One Servicos de Internet Ltda"
"28333","0.0001","Very Low","True","business","Local Datacenter Soluções em Comunicação Ltda."
"28490","0","Very Low","False","","US | TELEVISION POR CABLE DEL NORTE DE SONORA S.A. DE C.V.,MX"
"28639","0.0001","Very Low","True","isp","LocalNet Network"
"28747","0","Very Low","True","hosting","Easyhost BVBA"
"28753","0.0013","Low","True","hosting","Leaseweb Deutschland GmbH"
"28855","0.0005","Very Low","True","hosting","Octopuce s.a.r.l."
"28997","0","Very Low","True","business","Micros B.V."
"29066","0.001","Low","True","hosting","velia.net Internetdienste GmbH"
"29067","0.0006","Low","True","business","LLC Hostmaster"
"29073","0","Very Low","False","","QUASINETWORKS, NL"
"29097","0","Very Low","True","hosting","Hostpoint AG"
"29119","0.0003","Very Low","True","isp","AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL"
"29140","0","Very Low","True","hosting","Hostserver GmbH"
"29182","0.0026","Low","True","isp","JSC IOT"
"29302","0.0044","Low","True","hosting","Hosting Services Inc"
"29311","0","Very Low","True","hosting","Solvinity B.V."
"29331","0","Very Low","True","business","Forsikringens Datacenter A/S"
